Date,Close,Open,High,Low,Volume,Up/Down
2019-09-01,54.8,55.0,55.0,54.56,-,-0.54%
2019-08-30,55.1,56.63,56.72,54.55,708.27K,-2.84%
2019-08-29,56.71,55.88,56.89,55.43,630.76K,1.67%
2019-08-28,55.78,55.71,56.75,55.34,674.05K,1.55%
2019-08-27,54.93,53.76,55.72,53.69,596.62K,2.40%
2019-08-26,53.64,53.25,55.26,52.96,679.02K,-0.98%
2019-08-23,54.17,55.35,55.6,53.24,807.15K,-2.13%
2019-08-22,55.35,55.94,56.46,54.85,621.57K,-0.59%
2019-08-21,55.68,56.05,57.13,55.55,704.04K,-1.17%
2019-08-20,56.34,56.1,56.6,55.28,47.45K,0.23%
2019-08-19,56.21,54.96,56.41,54.84,113.57K,2.44%
2019-08-16,54.87,54.74,55.67,54.26,168.35K,0.73%
2019-08-15,54.47,54.9,55.33,53.77,527.87K,-1.38%
2019-08-14,55.23,56.74,56.85,53.97,718.29K,-3.27%
2019-08-13,57.1,54.73,57.47,54.21,783.49K,3.95%
2019-08-12,54.93,54.32,55.18,53.54,611.03K,0.79%
2019-08-09,54.5,52.88,54.92,52.37,726.39K,3.73%
2019-08-08,52.54,52.33,53.06,51.94,724.76K,2.84%
2019-08-07,51.09,53.42,53.77,50.52,1.06M,-4.74%
2019-08-06,53.63,54.95,55.42,53.29,682.79K,-1.94%
2019-08-05,54.69,55.38,55.61,54.22,823.84K,-1.74%
2019-08-02,55.66,54.54,56.05,54.15,739.81K,3.17%
2019-08-01,53.95,57.85,57.99,53.59,886.75K,-7.90%
2019-07-31,58.58,58.34,58.82,57.81,614.00K,0.91%
2019-07-30,58.05,57.07,58.47,56.96,547.40K,2.07%
2019-07-29,56.87,56.2,57.1,55.81,529.74K,1.19%
2019-07-26,56.2,55.93,56.57,55.68,476.79K,0.32%
2019-07-25,56.02,55.9,56.99,55.81,559.28K,0.25%
2019-07-24,55.88,57.23,57.64,55.33,745.25K,-1.57%
2019-07-23,56.77,56.17,57.47,55.74,521.88K,0.98%
2019-07-22,56.22,56.22,56.84,55.72,24.30K,1.06%
2019-07-19,55.63,55.72,56.36,54.99,105.22K,0.60%
2019-07-18,55.3,56.6,57.32,54.72,215.36K,-2.61%
2019-07-17,56.78,57.52,58.36,56.21,504.43K,-1.46%
2019-07-16,57.62,59.26,60.06,57.07,712.54K,-3.29%
2019-07-15,59.58,60.25,60.92,59.2,566.82K,-1.05%
2019-07-12,60.21,60.46,60.74,59.93,469.03K,0.02%
2019-07-11,60.2,60.44,60.94,60.14,573.02K,-0.38%
2019-07-10,60.43,58.4,60.53,58.35,690.66K,4.50%
2019-07-09,57.83,57.56,59.1,57.29,551.87K,0.29%
2019-07-08,57.66,57.77,58.46,57.3,540.86K,0.26%
2019-07-05,57.51,57.38,57.82,56.29,698.02K,1.25%
2019-07-04,56.8,57.41,57.57,56.48,-,-0.94%
2019-07-03,57.34,56.49,57.48,56.04,600.13K,1.94%
2019-07-02,56.25,59.14,59.43,56.09,878.94K,-4.81%
2019-07-01,59.09,59.27,60.28,58.34,674.89K,1.06%
2019-06-28,58.47,59.22,59.8,57.75,556.10K,-1.62%
2019-06-27,59.43,59.27,59.73,58.61,531.41K,0.08%
2019-06-26,59.38,58.84,59.93,58.65,686.82K,2.68%
2019-06-25,57.83,57.74,58.84,57.2,673.14K,-0.12%
2019-06-24,57.9,57.72,58.22,56.75,597.16K,0.82%
2019-06-21,57.43,57.26,57.98,56.66,676.05K,1.38%
2019-06-20,56.65,54.12,57.02,54.11,27.88K,5.38%
2019-06-19,53.76,54.09,54.42,53.28,122.84K,-0.26%
2019-06-18,53.9,51.95,54.31,51.5,181.64K,3.79%
2019-06-17,51.93,52.5,52.74,51.58,397.87K,-1.10%
2019-06-14,52.51,52.18,52.98,51.7,574.23K,0.44%
2019-06-13,52.28,51.07,53.45,50.92,945.02K,2.23%
2019-06-12,51.14,53.04,53.05,50.72,786.11K,-4.00%
2019-06-11,53.27,53.43,54.04,52.91,642.94K,0.02%
2019-06-10,53.26,54.24,54.84,53.05,687.15K,-1.35%
2019-06-07,53.99,53.1,54.32,52.62,828.13K,2.66%
2019-06-06,52.59,51.66,53.3,51.17,790.07K,1.76%
2019-06-05,51.68,52.86,53.41,50.6,943.19K,-3.37%
2019-06-04,53.48,52.89,53.78,52.43,831.63K,0.43%
2019-06-03,53.25,53.42,54.63,52.11,984.31K,-0.47%
2019-05-31,53.5,56.46,56.61,53.05,1.03M,-5.46%
2019-05-30,56.59,59.12,59.7,56.33,842.28K,-3.77%
2019-05-29,58.81,59.07,59.14,56.88,1.12M,-0.56%
2019-05-28,59.14,58.94,59.57,58.13,1.02M,-0.03%
2019-05-27,59.16,58.77,59.26,58.14,-,0.66%
2019-05-26,58.77,58.94,59.0,58.67,-,0.24%
2019-05-24,58.63,58.21,59.1,57.5,758.10K,1.24%
2019-05-23,57.91,61.31,61.41,57.33,1.11M,-5.71%
2019-05-22,61.42,62.95,63.0,61.03,766.73K,-2.49%
2019-05-21,62.99,63.22,63.6,62.75,28.91K,-0.17%
2019-05-20,63.1,62.93,63.81,62.45,131.89K,0.54%
2019-05-17,62.76,63.12,63.64,62.52,215.80K,-0.17%
2019-05-16,62.87,62.12,63.48,62.08,545.68K,1.37%
2019-05-15,62.02,61.37,62.34,60.85,723.00K,0.39%
2019-05-14,61.78,60.86,62.11,60.69,751.67K,1.21%
2019-05-13,61.04,61.65,63.33,60.64,1.00M,-1.01%
2019-05-10,61.66,61.64,62.49,61.42,786.49K,-0.06%
2019-05-09,61.7,62.02,62.21,60.92,769.58K,-0.68%
2019-05-08,62.12,61.44,62.37,61.07,791.77K,1.17%
2019-05-07,61.4,62.17,62.49,60.66,842.81K,-1.37%
2019-05-06,62.25,61.43,62.95,60.04,768.81K,0.50%
2019-05-03,61.94,61.55,62.52,61.3,646.87K,0.21%
2019-05-02,61.81,63.61,63.68,60.95,914.66K,-2.81%
2019-05-01,63.6,63.4,63.93,62.77,676.87K,-0.49%
2019-04-30,63.91,63.58,64.75,63.3,750.49K,0.65%
2019-04-29,63.5,62.95,63.69,62.46,654.08K,0.32%
2019-04-26,63.3,65.13,65.18,62.28,1.00M,-2.93%
2019-04-25,65.21,65.81,66.28,64.9,603.00K,-1.03%
2019-04-24,65.89,66.17,66.43,65.66,678.39K,-0.62%
2019-04-23,66.3,65.75,66.6,65.58,700.60K,0.91%
2019-04-22,65.7,64.0,65.92,64.0,30.14K,2.66%
2019-04-18,64.0,63.75,64.16,63.46,148.24K,0.38%
2019-04-17,63.76,64.32,64.61,63.66,235.38K,-0.45%
2019-04-16,64.05,63.57,64.37,62.99,547.47K,1.03%
2019-04-15,63.4,63.76,63.84,63.03,555.86K,-0.77%
2019-04-12,63.89,63.71,64.65,63.66,625.59K,0.49%
2019-04-11,63.58,64.48,64.49,63.31,760.50K,-1.59%
2019-04-10,64.61,64.22,64.7,64.05,722.22K,0.98%
2019-04-09,63.98,64.4,64.79,63.68,790.68K,-0.65%
2019-04-08,64.4,63.33,64.48,63.13,895.77K,2.09%
2019-04-05,63.08,62.18,63.34,61.82,686.86K,1.58%
2019-04-04,62.1,62.5,62.77,61.89,684.97K,-0.58%
2019-04-03,62.46,62.64,62.99,62.05,799.67K,-0.19%
2019-04-02,62.58,61.81,62.75,61.6,793.23K,1.61%
2019-04-01,61.59,60.24,61.8,60.13,670.81K,2.41%
2019-03-29,60.14,59.53,60.73,59.41,705.56K,1.42%
2019-03-28,59.3,59.4,59.56,58.2,712.21K,-0.19%
2019-03-27,59.41,60.03,60.22,58.81,732.15K,-0.88%
2019-03-26,59.94,59.12,60.38,59.04,685.99K,1.90%
2019-03-25,58.82,58.98,59.35,58.17,705.40K,-0.37%
2019-03-22,59.04,59.87,60.07,58.28,738.84K,-1.57%
2019-03-21,59.98,59.99,60.39,59.66,655.38K,0.25%
2019-03-20,59.83,59.02,60.12,58.39,31.13K,1.36%
2019-03-19,59.03,59.01,59.57,58.62,114.82K,-0.10%
2019-03-18,59.09,58.45,59.23,58.05,157.24K,0.97%
2019-03-15,58.52,58.51,58.95,57.74,507.39K,-0.15%
2019-03-14,58.61,58.35,58.74,58.0,567.60K,0.60%
2019-03-13,58.26,57.09,58.48,57.01,610.62K,2.44%
2019-03-12,56.87,56.76,57.55,56.74,652.80K,0.14%
2019-03-11,56.79,56.07,57.01,55.96,597.16K,1.28%
2019-03-08,56.07,56.43,56.51,54.52,747.36K,-1.04%
2019-03-07,56.66,56.2,56.99,56.08,628.82K,0.78%
2019-03-06,56.22,56.28,56.4,55.42,637.68K,-0.60%
2019-03-05,56.56,56.45,57.19,56.09,538.40K,-0.05%
2019-03-04,56.59,55.83,57.0,55.81,549.40K,1.42%
2019-03-01,55.8,57.22,57.88,55.57,684.19K,-2.48%
2019-02-28,57.22,57.0,57.43,56.43,496.68K,0.49%
2019-02-27,56.94,55.95,57.39,55.72,577.23K,2.59%
2019-02-26,55.5,55.46,56.08,55.02,538.92K,0.04%
2019-02-25,55.48,57.17,57.53,55.08,723.01K,-3.11%
2019-02-22,57.26,56.84,57.81,56.71,513.44K,0.53%
2019-02-21,56.96,57.24,57.61,56.64,546.20K,0.07%
2019-02-20,56.92,55.94,57.55,55.48,37.68K,1.48%
2019-02-19,56.09,55.78,56.33,55.29,153.73K,-0.32%
2019-02-18,56.27,56.33,56.73,56.12,-,-0.11%
2019-02-17,56.33,56.17,56.39,56.11,-,1.33%
2019-02-15,55.59,54.48,55.87,54.24,276.91K,2.17%
2019-02-14,54.41,53.96,54.68,53.08,623.55K,0.95%
2019-02-13,53.9,53.35,54.6,53.27,706.55K,1.51%
2019-02-12,53.1,52.47,54.05,52.29,708.31K,1.32%
2019-02-11,52.41,52.66,52.78,51.23,750.24K,-0.59%
2019-02-08,52.72,52.59,52.99,52.08,621.00K,0.15%
2019-02-07,52.64,53.94,54.21,51.8,749.01K,-2.54%
2019-02-06,54.01,53.73,54.3,52.86,606.72K,0.65%
2019-02-05,53.66,54.86,55.21,53.47,609.76K,-1.65%
2019-02-04,54.56,55.32,55.75,53.29,622.47K,-1.27%
2019-02-01,55.26,54.01,55.66,53.37,689.57K,2.73%
2019-01-31,53.79,54.28,55.37,53.62,718.65K,-0.81%
2019-01-30,54.23,53.24,54.93,53.09,731.31K,1.73%
2019-01-29,53.31,52.12,53.93,51.84,660.53K,2.54%
2019-01-28,51.99,53.56,53.64,51.33,650.67K,-3.17%
2019-01-25,53.69,53.17,53.94,52.91,593.39K,1.05%
2019-01-24,53.13,52.45,53.47,52.07,714.42K,0.97%
2019-01-23,52.62,52.95,53.64,51.86,702.87K,0.10%
2019-01-22,52.57,53.73,54.24,51.8,46.03K,-3.08%
2019-01-21,54.24,53.66,54.48,53.58,-,1.10%
2019-01-20,53.65,53.97,54.05,53.59,-,-0.28%
2019-01-18,53.8,52.23,53.92,52.09,193.10K,3.32%
2019-01-17,52.07,52.3,52.58,50.98,288.56K,-0.46%
2019-01-16,52.31,52.0,52.52,51.26,694.18K,0.38%
2019-01-15,52.11,50.78,52.3,50.64,664.18K,3.17%
2019-01-14,50.51,51.73,52.11,50.38,791.53K,-2.09%
2019-01-11,51.59,52.28,53.31,51.18,812.34K,-1.90%
2019-01-10,52.59,52.18,52.78,51.37,821.78K,0.44%
2019-01-09,52.36,49.8,52.58,49.71,891.92K,5.18%
2019-01-08,49.78,48.73,49.95,48.31,765.98K,2.60%
2019-01-07,48.52,48.3,49.79,48.11,819.94K,1.17%
2019-01-04,47.96,46.9,49.22,46.65,817.28K,1.85%
2019-01-03,47.09,46.26,47.49,45.35,788.72K,1.18%
2019-01-02,46.54,45.8,47.78,44.35,850.48K,1.42%
2019-01-01,45.89,45.77,45.95,45.73,-,1.06%
2018-12-31,45.41,45.22,46.53,44.73,476.97K,0.18%
2018-12-28,45.33,45.44,46.22,44.42,564.39K,1.61%
2018-12-27,44.61,46.58,46.7,44.37,665.59K,-3.48%
2018-12-26,46.22,42.85,47.0,42.52,698.41K,7.09%
2018-12-25,43.16,43.0,43.25,42.88,-,1.48%
2018-12-24,42.53,45.45,46.24,42.36,415.86K,-6.71%
2018-12-21,45.59,46.25,46.77,45.13,694.00K,-0.63%
2018-12-20,45.88,47.39,47.51,45.67,794.13K,-2.80%
2018-12-19,47.2,45.93,48.0,45.93,37.16K,2.08%
2018-12-18,46.24,49.16,49.59,45.79,120.10K,-7.30%
2018-12-17,49.88,51.25,51.87,49.01,211.26K,-2.58%
2018-12-14,51.2,52.83,52.95,50.84,526.84K,-2.62%
2018-12-13,52.58,51.2,53.27,50.35,733.63K,2.80%
2018-12-12,51.15,51.95,52.88,50.94,730.81K,-0.97%
2018-12-11,51.65,50.89,52.43,50.7,665.26K,1.27%
2018-12-10,51.0,52.03,52.81,50.53,733.23K,-3.06%
2018-12-07,52.61,51.76,54.22,50.6,987.72K,2.18%
2018-12-06,51.49,52.93,53.3,50.08,987.27K,-2.65%
2018-12-05,52.89,52.59,54.44,52.16,624.91K,-0.68%
2018-12-04,53.25,53.13,54.55,52.43,738.13K,0.57%
2018-12-03,52.95,52.45,53.85,52.03,758.01K,3.97%
2018-11-30,50.93,51.27,51.79,49.65,796.71K,-1.01%
2018-11-29,51.45,50.31,52.2,49.41,812.72K,2.31%
2018-11-28,50.29,52.09,52.56,50.06,831.69K,-2.46%
2018-11-27,51.56,51.54,52.38,50.3,764.01K,-0.14%
2018-11-26,51.63,50.62,52.25,50.1,663.11K,2.40%
2018-11-23,50.42,54.66,54.82,50.15,1.01M,-6.66%
2018-11-22,54.02,54.64,54.82,53.53,-,-1.12%
2018-11-21,54.63,53.39,55.86,53.39,734.28K,2.25%
2018-11-20,53.43,57.39,57.44,52.77,983.12K,-5.87%
2018-11-19,56.76,56.72,57.33,55.08,33.58K,0.53%
2018-11-16,56.46,56.58,57.96,55.89,159.00K,0.00%
2018-11-15,56.46,56.02,57.26,55.59,256.50K,0.37%
2018-11-14,56.25,55.27,57.37,55.13,844.70K,1.01%
2018-11-13,55.69,58.88,59.35,54.75,1.10M,-7.07%
2018-11-12,59.93,60.7,61.28,58.68,806.22K,-0.43%
2018-11-09,60.19,60.75,60.79,59.26,821.73K,-0.79%
2018-11-08,60.67,61.64,62.42,60.4,764.55K,-1.62%
2018-11-07,61.67,61.74,63.18,61.2,866.63K,-0.87%
2018-11-06,62.21,62.7,63.32,61.31,761.24K,-1.41%
2018-11-05,63.1,62.99,64.14,62.52,609.13K,-0.06%
2018-11-02,63.14,63.5,63.95,62.63,708.91K,-0.86%
2018-11-01,63.69,64.88,65.39,63.11,790.29K,-2.48%
2018-10-31,65.31,66.32,67.0,64.81,666.49K,-1.31%
2018-10-30,66.18,66.68,67.26,65.33,680.44K,-1.28%
2018-10-29,67.04,67.55,67.95,66.29,477.49K,-0.81%
2018-10-26,67.59,66.95,67.88,66.2,595.21K,0.39%
2018-10-25,67.33,66.36,67.65,65.99,573.10K,0.76%
2018-10-24,66.82,66.17,67.72,66.05,775.96K,0.59%
2018-10-23,66.43,69.55,69.66,65.74,853.27K,-3.96%
2018-10-22,69.17,69.41,69.65,68.27,27.42K,0.07%
2018-10-19,69.12,68.68,69.77,68.56,108.31K,0.68%
2018-10-18,68.65,70.03,70.03,68.47,215.34K,-1.58%
2018-10-17,69.75,72.17,72.43,69.43,651.58K,-3.02%
2018-10-16,71.92,71.72,72.29,71.02,535.00K,0.20%
2018-10-15,71.78,71.85,72.7,70.85,568.61K,0.62%
2018-10-12,71.34,70.99,72.01,70.64,626.67K,0.52%
2018-10-11,70.97,72.68,72.76,70.51,783.96K,-3.01%
2018-10-10,73.17,74.66,75.08,72.38,652.74K,-2.39%
2018-10-09,74.96,74.21,75.28,74.0,623.54K,0.90%
2018-10-08,74.29,74.4,74.58,73.07,554.94K,-0.07%
2018-10-05,74.34,74.67,75.22,73.83,613.22K,0.01%
2018-10-04,74.33,76.18,76.47,73.88,687.95K,-2.72%
2018-10-03,76.41,75.12,76.9,74.3,698.82K,1.57%
2018-10-02,75.23,75.42,75.91,74.93,463.62K,-0.09%
2018-10-01,75.3,73.29,75.77,72.95,601.45K,2.80%
2018-09-28,73.25,72.18,73.73,71.88,544.05K,1.57%
2018-09-27,72.12,72.01,72.6,71.71,454.55K,0.77%
2018-09-26,71.57,72.09,72.38,71.47,464.46K,-0.98%
2018-09-25,72.28,72.25,72.78,71.89,551.28K,0.28%
2018-09-24,72.08,71.14,72.74,71.14,576.89K,1.84%
2018-09-21,70.78,70.2,71.8,69.98,855.94K,-0.03%
2018-09-20,70.8,71.39,71.81,70.73,28.40K,-0.45%
2018-09-19,71.12,69.71,71.5,69.65,125.21K,1.82%
2018-09-18,69.85,68.8,70.42,68.53,234.20K,1.36%
2018-09-17,68.91,68.93,69.72,68.53,422.29K,-0.12%
2018-09-14,68.99,68.79,69.91,67.94,611.08K,0.58%
2018-09-13,68.59,70.24,70.28,68.35,684.94K,-2.53%
2018-09-12,70.37,69.89,71.26,69.5,800.54K,1.62%
2018-09-11,69.25,67.53,70.01,67.48,676.87K,2.53%
2018-09-10,67.54,67.82,68.52,67.33,571.17K,-0.31%
2018-09-07,67.75,67.88,68.08,66.86,530.90K,-0.03%
2018-09-06,67.77,68.64,69.02,67.0,633.82K,-1.38%
2018-09-05,68.72,69.43,69.59,68.56,542.10K,-1.65%
2018-09-04,69.87,69.89,71.4,69.08,785.98K,-0.36%
2018-09-03,70.12,69.91,70.2,69.54,-,0.29%
2018-09-02,69.92,69.91,69.99,69.88,-,0.17%
2018-08-31,69.8,70.06,70.36,69.64,419.74K,-0.64%
2018-08-30,70.25,69.71,70.5,69.55,445.58K,1.06%
2018-08-29,69.51,68.54,69.76,68.37,497.10K,1.43%
2018-08-28,68.53,68.93,69.2,68.21,426.83K,-0.49%
2018-08-27,68.87,68.57,68.97,68.34,332.61K,0.22%
2018-08-24,68.72,67.9,69.31,67.78,517.80K,1.31%
2018-08-23,67.83,68.07,68.12,67.32,450.69K,-0.04%
2018-08-22,67.86,66.08,68.15,65.98,581.90K,0.76%
2018-08-21,67.35,66.62,68.1,66.52,27.15K,1.38%
2018-08-20,66.43,65.91,66.68,65.59,112.71K,0.79%
2018-08-17,65.91,65.47,66.39,65.3,171.40K,0.69%
2018-08-16,65.46,64.95,65.52,64.43,383.38K,0.69%
2018-08-15,65.01,66.62,66.9,64.51,573.47K,-3.03%
2018-08-14,67.04,67.42,68.37,66.58,538.48K,-0.24%
2018-08-13,67.2,67.78,67.95,65.71,578.22K,-0.64%
2018-08-10,67.63,66.74,67.87,66.14,524.49K,1.23%
2018-08-09,66.81,66.79,67.41,66.49,509.40K,-0.19%
2018-08-08,66.94,69.09,69.37,66.32,760.31K,-3.22%
2018-08-07,69.17,68.9,69.83,68.81,485.03K,0.23%
2018-08-06,69.01,68.65,69.92,68.5,495.61K,0.76%
2018-08-03,68.49,68.99,69.24,67.87,476.62K,-0.68%
2018-08-02,68.96,67.86,69.36,66.92,531.07K,1.92%
2018-08-01,67.66,68.43,68.52,67.31,576.56K,-1.60%
2018-07-31,68.76,70.05,70.22,67.98,519.07K,-1.95%
2018-07-30,70.13,69.01,70.43,68.8,463.01K,2.10%
2018-07-27,68.69,69.58,69.77,68.26,460.45K,-1.32%
2018-07-26,69.61,69.38,69.92,68.92,489.06K,0.45%
2018-07-25,69.3,68.77,69.7,68.2,622.91K,1.14%
2018-07-24,68.52,67.8,69.05,67.56,524.59K,0.93%
2018-07-23,67.89,68.17,69.31,67.6,555.92K,-3.65%
2018-07-20,70.46,69.39,71.1,69.37,25.56K,1.44%
2018-07-19,69.46,69.0,70.17,67.8,103.22K,1.02%
2018-07-18,68.76,67.61,69.06,67.04,187.31K,1.00%
2018-07-17,68.08,68.03,68.44,67.03,440.73K,0.03%
2018-07-16,68.06,70.52,70.87,67.58,530.48K,-4.15%
2018-07-13,71.01,70.38,71.66,69.84,530.28K,0.97%
2018-07-12,70.33,70.6,71.24,69.23,707.89K,-0.07%
2018-07-11,70.38,74.2,74.26,70.02,861.73K,-5.03%
2018-07-10,74.11,74.04,74.7,73.65,586.83K,0.35%
2018-07-09,73.85,73.87,74.28,72.99,533.00K,0.07%
2018-07-06,73.8,73.16,74.01,72.14,611.42K,1.18%
2018-07-05,72.94,74.23,74.9,72.53,841.63K,-1.61%
2018-07-04,74.13,74.62,74.76,73.52,-,-0.01%
2018-07-03,74.14,74.08,75.27,72.73,667.24K,0.27%
2018-07-02,73.94,73.62,74.35,72.51,652.17K,-0.28%
2018-06-29,74.15,73.33,74.46,72.93,602.40K,0.95%
2018-06-28,73.45,72.27,74.03,72.2,717.35K,0.95%
2018-06-27,72.76,70.68,73.06,70.56,775.16K,3.16%
2018-06-26,70.53,68.21,70.91,67.72,848.54K,3.60%
2018-06-25,68.08,68.75,69.44,67.78,816.21K,-0.73%
2018-06-22,68.58,65.93,69.38,65.71,1.14M,4.64%
2018-06-21,65.54,65.34,66.22,64.34,760.72K,-1.03%
2018-06-20,66.22,65.11,66.53,65.01,30.65K,1.77%
2018-06-19,65.07,65.82,65.9,64.39,122.65K,-1.18%
2018-06-18,65.85,64.4,65.98,63.59,218.93K,1.21%
2018-06-15,65.06,67.0,67.09,64.29,512.59K,-2.74%
2018-06-14,66.89,66.62,67.16,66.36,460.17K,0.38%
2018-06-13,66.64,66.01,66.89,65.52,626.40K,0.42%
2018-06-12,66.36,66.05,66.7,65.87,524.41K,0.39%
2018-06-11,66.1,65.56,66.35,64.85,558.28K,0.55%
2018-06-08,65.74,65.98,66.24,65.15,571.22K,-0.32%
2018-06-07,65.95,65.07,66.07,64.81,675.04K,1.88%
2018-06-06,64.73,65.51,65.96,64.27,708.83K,-1.21%
2018-06-05,65.52,64.94,65.57,64.22,714.67K,1.19%
2018-06-04,64.75,65.71,66.04,64.57,696.05K,-1.61%
2018-06-01,65.81,67.07,67.34,65.51,781.10K,-1.83%
2018-05-31,67.04,68.24,68.3,66.56,917.56K,-1.72%
2018-05-30,68.21,66.85,68.67,66.35,726.89K,2.22%
2018-05-29,66.73,67.55,67.55,65.8,1.06M,-0.48%
2018-05-28,67.05,67.39,67.41,65.81,-,-0.46%
2018-05-27,67.36,67.44,67.48,67.02,-,-0.77%
2018-05-25,67.88,70.65,70.8,67.42,955.35K,-4.00%
2018-05-24,70.71,71.83,72.0,70.52,640.73K,-1.57%
2018-05-23,71.84,72.11,72.26,71.19,702.79K,-0.40%
2018-05-22,72.13,72.53,72.83,71.9,31.97K,-0.15%
2018-05-21,72.24,71.47,72.59,71.25,119.89K,1.35%
2018-05-18,71.28,71.6,71.75,70.99,211.79K,-0.29%
2018-05-17,71.49,71.56,72.3,71.09,562.64K,0.00%
2018-05-16,71.49,71.02,71.59,70.66,574.28K,0.25%
2018-05-15,71.31,71.15,71.92,70.42,815.29K,0.49%
2018-05-14,70.96,70.54,71.26,70.26,592.83K,0.37%
2018-05-11,70.7,71.45,71.63,70.45,634.15K,-0.92%
2018-05-10,71.36,71.23,71.89,70.56,749.81K,0.31%
2018-05-09,71.14,70.05,71.36,69.85,863.39K,3.01%
2018-05-08,69.06,70.03,70.4,67.63,1.25M,-2.36%
2018-05-07,70.73,69.85,70.84,69.51,758.92K,1.45%
2018-05-04,69.72,68.5,69.97,68.12,690.88K,1.89%
